Num,indic,lats,lons,year,month,day,land
601,0,22.9791146563,128.8786950451,1995,10,11,0
602,0,41.6021291306,165.0834339182,2003,4,5,0
603,0,23.0539599108,169.6993764932,1993,11,24,0
604,0,32.0335403457,147.0711070555,2006,8,25,0
605,0,3.0964479502,146.2902558502,2005,7,23,0
606,0,25.5748636415,143.2246291637,2010,11,9,0
607,0,49.2503359448,161.6152697895,2001,4,2,0
608,0,16.9026083127,105.0853115832,1992,4,22,1
609,0,46.4246237045,115.5547731486,2004,2,21,1
610,0,50.85296934,139.0011019818,2000,6,6,1
611,0,10.1374818385,116.6279448406,1998,10,26,0
612,0,10.2997003309,95.2862863708,2003,7,8,0
613,0,7.9735935526,94.6448657359,2007,1,3,0
614,0,23.5498466156,163.3442461956,1992,10,4,0
615,0,46.159685282,98.4124840843,2005,8,29,1
616,0,10.9313211869,96.7404648475,1995,1,20,0
617,0,39.8693959415,109.4530674093,1991,5,31,1
618,0,4.2054602131,141.7423776817,1999,8,17,0
619,0,7.4191799155,90.4146116576,1991,1,16,0
620,0,10.9796119574,124.3878113455,2006,1,7,0
621,0,36.1257777689,111.0262895096,2004,6,4,1
622,0,41.7617910309,142.3779948964,2002,6,2,0
623,0,11.5639162995,148.0990177696,1998,2,25,0
624,0,53.1832460314,159.0693143313,2004,10,22,1
625,0,29.0592759289,92.6929862984,1995,5,27,1
626,0,10.84755552,125.1844089618,2009,9,8,0
627,0,15.5164709967,102.4045421812,2004,8,8,1
628,0,30.2623348217,149.8105550394,1997,8,1,0
629,0,52.4623444676,171.8054899899,1996,10,29,0
630,0,57.9191092914,123.0812914507,1994,5,15,1
631,0,14.9003432784,95.0215909816,2001,11,28,0
632,0,26.1403193185,96.9947671378,1998,10,28,1
633,0,3.6796089169,95.5110202194,1993,11,8,0
634,0,0.2690026676,102.9065688327,1993,11,1,1
635,0,57.095621461,98.8157736347,2000,5,26,1
636,0,46.9033305952,169.1060529579,1998,9,16,0
637,0,3.1738432869,112.7164648077,1992,1,17,0
638,0,1.9891432067,141.3815146848,1995,1,14,0
639,0,43.169042822,171.9062697189,1992,1,31,0
640,0,9.5409240061,112.6325851958,2002,8,19,0
641,0,4.7118015541,132.4120005802,1993,8,15,0
642,0,4.0012527443,157.5370703498,2004,10,31,0
643,0,24.4476135029,173.735291264,1996,6,26,0
644,0,21.4349549962,132.6110822009,1993,11,30,0
645,0,51.6193152359,103.2513728575,2003,3,24,1
646,0,16.534355781,122.7129287459,2001,1,29,0
647,0,35.1216645911,147.9813334811,1992,11,1,0
648,0,17.5309564127,96.2803396443,1998,11,24,1
649,0,53.9320125198,126.7114423332,1996,6,18,1
650,0,21.7616776004,104.6093124594,2004,6,20,1
651,0,23.1554069649,171.9481075066,2005,10,5,0
652,0,51.2296099076,165.1063457876,2007,4,11,0
653,0,7.0988762565,96.2539509404,1995,5,6,0
654,0,21.6524262819,106.0007580696,2008,8,30,1
655,0,5.1867046813,133.0348001677,1992,3,28,0
656,0,30.3365478851,99.9839208391,1998,8,16,1
657,0,19.1195889702,120.3291102662,1997,9,29,0
658,0,27.1735167084,104.4033444137,1994,3,28,1
659,0,33.3913875232,174.8558344552,1993,1,7,0
660,0,50.8892330853,123.0614277651,1996,7,1,1
661,0,7.8684368497,99.2516125459,2010,1,15,1
662,0,19.6852444159,124.7702967189,2005,2,9,0
663,0,17.8366235085,101.3351158169,2007,8,14,1
664,0,2.6426212164,125.056427191,1994,2,7,0
665,0,42.7572015859,133.0990592111,1994,8,1,0
666,0,17.5747121125,110.956318262,2008,5,22,0
667,0,25.4276020406,123.7655466492,1998,5,3,0
668,0,41.9304915704,143.5938638169,1993,3,21,0
669,0,39.272321281,93.0641901959,2009,12,23,1
670,0,34.2470134841,133.1103134877,2008,12,19,1
671,0,40.2050606115,161.7425044603,1992,9,18,0
672,0,20.7079615351,123.0658480455,1998,7,2,0
673,0,55.1181660499,152.1159989107,2006,8,12,0
674,0,14.0885041701,105.0493462617,1995,11,27,1
675,0,42.2647655709,171.642835408,2007,9,7,0
676,0,32.3584065819,115.1285445504,1998,2,10,1
677,0,20.9066543682,109.3946026079,2004,12,24,0
678,0,48.1489098491,96.367540271,1999,12,28,1
679,0,1.5023078537,147.1827974659,2004,7,29,0
680,0,45.1538778702,104.6776295174,2002,9,22,1
681,0,8.1609753845,158.9547853055,2001,3,23,0
682,0,42.302320716,142.4459346849,2002,2,4,0
683,0,29.0465044091,163.1304748496,2000,7,1,0
684,0,20.759586948,148.0837261607,1995,3,16,0
685,0,32.4970102077,140.6435429282,2009,5,7,0
686,0,11.3855071831,169.0842847782,2007,4,3,0
687,0,21.1301570339,103.4687211388,1992,2,27,1
688,0,44.5331150852,151.4407653851,1995,10,10,0
689,0,47.6389983622,153.805532176,2007,12,3,0
690,0,4.7368542524,176.9657217991,2003,9,17,0
691,0,13.5560747422,139.1507523763,2005,2,7,0
692,0,56.7623209208,172.1119504538,1997,8,15,0
693,0,50.9690382751,96.2057217001,1995,11,16,1
694,0,8.5724268062,153.6350439303,2005,12,4,0
695,0,11.4352744538,124.6118742228,2003,7,7,0
696,0,43.2324488042,91.3027257426,1994,10,15,1
697,0,31.0068229074,94.0690945555,1992,1,19,1
698,0,25.1326859929,164.5576211857,1995,6,10,0
699,0,58.1963506015,154.3417327688,2008,12,14,0
700,0,53.3266481152,112.2730785585,2003,2,28,1
701,0,13.4040566487,153.1353416434,1992,4,29,0
702,0,35.3618246829,101.2509032968,2009,2,21,1
703,0,5.2595491474,109.7388887987,2008,6,1,0
704,0,35.3264596313,110.0095203146,2001,6,25,1
705,0,16.0094375582,151.8965480081,1994,4,30,0
706,0,23.9390847087,142.0810996718,1994,7,2,0
707,0,6.1108422792,92.1091056685,2009,4,1,0
708,0,15.2921071462,93.7988390727,2008,10,30,0
709,0,30.8929284476,162.7426985675,2005,5,3,0
710,0,42.8185689216,148.3259575255,2006,4,2,0
711,0,1.7148978543,101.6032684478,2002,4,23,1
712,0,16.8246410089,112.995734713,2003,7,5,0
713,0,32.1674419753,107.1655938774,2005,5,31,1
714,0,25.4494506726,136.7372550024,1997,9,9,0
715,0,39.5363460621,116.3808795693,1994,3,4,1
716,0,10.1585265342,161.5127419936,1999,5,4,0
717,0,57.7909409255,101.2098992988,2006,1,14,1
718,0,33.4981008153,154.6883547865,2007,5,1,0
719,0,42.0358884847,152.134626559,2006,3,12,0
720,0,53.6613264028,167.6276521012,1995,7,30,0
721,0,40.6502821203,105.7213566313,1991,5,30,1
722,0,9.63627683,165.6390168448,2001,3,26,0
723,0,39.7212063102,161.7641897849,2007,3,29,0
724,0,43.0408600532,142.3827427626,2002,11,27,1
725,0,28.904898609,171.5923196473,2009,1,30,0
726,0,21.0281355679,161.6804834269,1995,7,3,0
727,0,31.8589873658,137.9158745776,2003,12,17,0
728,0,33.1674383674,99.8807070265,2007,3,27,1
729,0,50.8946934622,128.7426971365,2001,9,14,1
730,0,56.8427885044,151.7799236951,2010,8,24,0
731,0,14.7026868677,161.1128571094,1995,11,2,0
732,0,15.3278278839,143.0952088488,1994,5,30,0
733,0,46.2998364726,168.8103870233,1996,4,14,0
734,0,53.3278195141,97.1975358319,1999,11,15,1
735,0,28.9275780274,155.3425388387,1992,12,4,0
736,0,13.7981524458,150.9724158165,2006,11,27,0
737,0,11.4147568401,122.7864688402,1993,8,22,0
738,0,18.1761500984,115.5013990542,1992,6,13,0
739,0,12.9028762272,104.8940308951,1994,10,27,1
740,0,14.046910638,93.3415925293,2007,8,5,0
741,0,38.1075467868,126.0556401336,1999,6,17,1
742,0,13.974852087,165.9327324154,2007,8,8,0
743,0,28.5269844392,120.5687113479,2007,8,2,1
744,0,24.3777937861,139.11267207,1995,12,20,0
745,0,33.1314008636,169.8815641575,2003,1,6,0
746,0,22.7472480806,134.4381263503,2002,3,20,0
747,0,20.7585922815,101.5548057295,2003,2,1,1
748,0,40.7886849577,160.8300203271,2003,10,20,0
749,0,25.6800239626,99.5307321218,2009,8,24,1
750,0,10.154583687,139.4806497102,2004,8,16,0
751,0,46.2644299306,123.9174203225,1999,2,5,1
752,0,59.1962994123,98.2840820658,1991,2,11,1
753,0,34.5673911134,160.5014164257,2004,8,20,0
754,0,58.6948277056,177.8024649806,2000,10,8,0
755,0,12.2225224553,161.655414307,2006,1,19,0
756,0,0.6326827873,131.0409068596,2005,3,13,0
757,0,4.5780561492,150.9552876488,2006,3,22,0
758,0,10.8237290522,98.8956179679,1996,3,14,1
759,0,27.3516261578,101.1107964953,2000,6,22,1
760,0,18.159933826,120.3628414543,2007,2,21,0
761,0,33.7435185956,153.1729039899,1994,11,24,0
762,0,30.4062501155,94.4919688627,2004,2,17,1
763,0,27.2727123555,153.9175642328,2008,6,16,0
764,0,29.7947002016,135.7247685199,1999,9,20,0
765,0,13.0197361344,99.8272418207,1996,8,25,1
766,0,0.2944595553,126.2563053262,1995,7,31,0
767,0,14.5149327116,125.3916533827,2003,9,15,0
768,0,46.1683188239,125.7049168297,1992,2,17,1
769,0,17.5406046119,98.4784385771,1997,5,7,1
770,0,34.989437093,160.441682206,2008,2,22,0
771,0,18.4283051547,146.7307881452,2010,12,20,0
772,0,24.1549846949,109.0934416861,2001,5,31,1
773,0,28.7199409911,147.1703637927,2004,8,27,0
774,0,3.2797271339,120.6725905789,1994,6,27,0
775,0,16.1136627244,177.1602133848,1997,6,18,0
776,0,33.2372534182,97.0389463054,2006,10,31,1
777,0,54.6532374015,165.409151658,2007,4,19,0
778,0,38.5616509337,130.1467040135,1995,9,21,0
779,0,56.1654958036,174.2779642576,1998,4,12,0
780,0,23.5717425495,124.1998124449,1992,11,23,0
781,0,40.2599063097,103.9695721236,1997,5,19,1
782,0,59.4213054143,143.0689777038,1992,4,9,1
783,0,5.8873461513,119.5560672018,2010,10,3,0
784,0,5.112701403,173.2920050947,1996,2,28,0
785,0,33.7393857865,155.1470210985,2003,7,21,0
786,0,15.7541531604,110.6500219367,2006,2,14,0
787,0,59.8392014857,150.2917536255,2006,7,8,1
788,0,25.3530542878,147.1619008575,1993,3,28,0
789,0,20.5080565671,141.1492108041,1992,7,26,0
790,0,2.2531043552,129.7446225258,1996,5,29,0
791,0,25.3178683855,155.856589519,1992,9,7,0
792,0,41.3032184914,158.2197506516,1992,8,24,0
793,0,35.1011817623,114.9684305652,2008,4,12,1
794,0,27.1042809868,129.4809247716,1995,8,23,0
795,0,17.2167543322,112.8333192458,1998,11,11,0
796,0,39.4974736311,149.302143997,1993,8,23,0
797,0,8.4693585243,124.6612937143,2009,4,23,1
798,0,21.8279860821,150.0481986534,2007,9,17,0
799,0,29.1735580377,135.4842297337,1998,3,4,0
800,0,17.7180401003,172.9943150771,2006,11,18,0
801,0,47.085010442,135.3880500351,1993,11,11,1
802,0,54.0866052685,99.7105895123,1993,10,26,1
803,0,57.9250062676,153.5959217115,2007,9,26,0
804,0,7.8211939568,165.53636814,1998,5,10,0
805,0,38.7527313782,168.8928763918,2002,5,22,0
806,0,39.3504515989,93.6775117787,2000,2,21,1
807,0,36.59657632,171.3389782375,1993,8,2,0
808,0,17.2275593318,126.8314765929,2006,8,3,0
809,0,51.3255592017,99.7729340871,1995,4,22,1
810,0,19.6308515221,108.3641440677,1994,12,11,0
811,0,0.3110443801,98.915609729,1992,12,24,0
812,0,32.4385903124,139.3454812747,1995,3,27,0
813,0,11.5433622804,144.9812517688,1993,3,15,0
814,0,58.0188008538,153.3240131708,2002,9,18,0
815,0,19.4847036107,175.7553261146,1998,12,19,0
816,0,7.7866551653,132.1952290158,1996,3,4,0
817,0,27.6679189084,160.1664103009,2000,3,6,0
818,0,27.1372689307,117.4608005374,2009,2,12,1
819,0,26.4826490823,148.6665725056,2006,11,19,0
820,0,29.0026413091,178.107359705,2000,4,9,0
821,0,54.4391273987,176.3634674717,2004,12,17,0
822,0,5.6155092688,166.3927090704,1995,7,8,0
823,0,48.7328230357,167.5879305974,2004,11,1,0
824,0,30.4918090906,122.5942092086,1999,3,7,0
825,0,45.104536037,138.7098553218,1991,7,12,0
826,0,33.936393871,131.8236486032,2010,2,20,1
827,0,48.0195875745,151.5715810983,2005,4,25,0
828,0,44.2092181463,147.0021347632,1992,2,24,0
829,0,3.8384177769,163.1731994008,1999,10,11,0
830,0,48.6112356232,149.0206790599,1996,5,2,0
831,0,43.8852791442,154.7320039663,2007,3,2,0
832,0,3.1009786762,101.5075064194,2006,5,4,1
833,0,36.1353475973,134.1013253876,1995,11,14,0
834,0,49.3409336032,147.0463037258,2003,3,6,0
835,0,19.552381346,139.733879494,2001,12,27,0
836,0,48.7968164496,153.2247629925,2009,3,17,0
837,0,41.6822274774,164.0960901277,1993,9,5,0
838,0,13.3819806017,156.5140386159,2002,11,12,0
839,0,56.6655462887,110.9700769046,1993,7,15,1
840,0,33.6529491423,135.5411815178,1997,10,3,0
841,0,52.3675257945,155.2968504047,2007,11,3,0
842,0,32.5954371225,101.5679676645,1992,12,28,1
843,0,3.5527288774,153.0739133153,1999,9,8,0
844,0,25.9193448443,129.4245284982,2006,1,26,0
845,0,5.7348281611,168.1739341328,1997,3,7,0
846,0,30.8174882317,116.9220892712,1998,2,12,1
847,0,9.4429900311,150.932948892,2000,1,14,0
848,0,33.8468263205,167.1420840709,2005,5,11,0
849,0,46.7563887918,125.9090871247,1998,11,23,1
850,0,0.9859034512,105.4038403323,1992,9,21,0
851,0,12.890895037,179.0666446346,2000,4,14,0
852,0,16.2313690642,107.0727551216,2008,8,9,1
853,0,22.2884290852,165.0657290337,1991,7,3,0
854,0,3.6810193118,161.5377721167,2000,1,1,0
855,0,22.2381798411,112.345861767,1994,9,1,1
856,0,35.0763305649,92.1428881539,2009,1,27,1
857,0,42.1673069755,112.4577209679,2010,6,26,1
858,0,59.948143498,92.1698771906,1998,7,13,1
859,0,31.2968369387,142.9254135769,1995,12,19,0
860,0,43.923644498,97.1988044539,2008,1,10,1
861,0,57.8387717111,163.3499497245,2001,6,26,0
862,0,56.8152503762,121.6525100567,2000,2,7,1
863,0,45.8689849684,110.1089651417,2005,9,27,1
864,0,18.7018291466,137.4418398994,1999,10,6,0
865,0,36.7659407482,115.620011827,1993,5,27,1
866,0,39.3164072977,90.4373029363,2003,3,19,1
867,0,15.0086019002,110.4261011537,1998,8,21,0
868,0,44.5539206592,174.8457223596,1993,9,8,0
869,0,59.7282372555,127.204501878,1991,12,25,1
870,0,10.7862321194,95.0627188431,1998,3,22,0
871,0,2.6916306652,106.6739297728,1991,7,13,0
872,0,0.4362535989,176.6436629067,2005,7,10,0
873,0,41.6023533884,146.0800827295,2002,2,25,0
874,0,46.8221891485,115.9415170318,1996,10,21,1
875,0,52.1309768362,125.2072123694,2008,1,22,1
876,0,44.3955771066,154.7897137469,1995,1,31,0
877,0,8.1968738465,126.7305228766,2003,12,29,0
878,0,39.9699926795,127.4278395949,1991,2,14,1
879,0,44.4744794117,170.3353834245,2002,7,20,0
880,0,33.201411562,168.0591384787,1999,2,21,0
881,0,20.5744729517,99.4641408138,2008,4,11,1
882,0,59.1152584925,103.7203549244,1992,8,13,1
883,0,14.921944784,107.767459515,1993,5,20,1
884,0,35.3667236818,114.9566914164,2003,5,5,1
885,0,12.3303534323,166.4442922873,1997,12,6,0
886,0,36.0882894276,129.4878774975,1994,8,12,0
887,0,20.547629795,173.3645036537,2008,3,6,0
888,0,57.2461802512,128.6609611753,2001,7,23,1
889,0,56.0315545835,154.0501618758,2009,12,30,0
890,0,54.8997965734,165.4395736288,2007,3,12,0
891,0,18.6612604,159.7411961854,2007,1,31,0
892,0,53.7844339432,133.7172098388,2001,1,11,1
893,0,53.8651579712,106.9434808614,2008,10,22,1
894,0,56.147810882,124.5194828091,1999,4,17,1
895,0,23.2232434256,106.8105213717,2007,4,6,1
896,0,35.3231090494,146.5417145379,1991,12,31,0
897,0,57.7197858877,178.5056760418,1992,3,18,0
898,0,3.3023194782,115.5444823299,2006,5,19,1
899,0,30.4547443986,170.4321855213,1994,8,2,0
900,0,31.7664217763,107.6685764012,2006,5,23,1
901,0,39.2964274948,128.5574066592,2000,5,5,0
902,0,55.1057483582,146.7155348626,1996,6,7,0
903,0,56.5771590639,170.6871463568,1997,4,1,0
904,0,17.8048866754,168.6512384657,2000,12,26,0
905,0,46.8472873885,136.692230918,2008,10,23,1
906,0,31.2677594321,136.2541342364,2008,7,30,0
907,0,33.488679654,157.7424856508,2005,12,17,0
908,0,1.6408402892,160.5688806041,2010,9,9,0
909,0,43.2352430513,167.2646821034,2007,11,1,0
910,0,59.8852238758,171.1121544661,2007,3,30,0
911,0,34.5665162103,151.1731689353,2002,5,24,0
912,0,48.2368209818,95.8511772752,2008,3,15,1
913,0,49.5353196608,123.5870905453,1993,10,31,1
914,0,55.7337842323,98.6375769926,1996,5,10,1
915,0,53.7497678585,175.5117797968,1994,1,6,0
916,0,41.3901631767,135.2380735427,1995,4,29,0
917,0,10.8402730851,98.7727647484,2002,1,4,1
918,0,34.3564587459,93.0208627763,2008,2,2,1
919,0,5.3963434696,153.7755712098,2002,10,7,0
920,0,55.7973579504,157.9984725988,2009,11,28,1
921,0,22.7576855756,174.5658835745,2010,2,26,0
922,0,23.6983310385,179.7192497039,2005,11,30,0
923,0,17.7604769217,140.4972812952,2007,8,11,0
924,0,33.7448576605,100.615417154,2001,8,21,1
925,0,1.9845720939,178.5121537652,2009,12,3,0
926,0,41.7749434384,101.0980957956,1994,6,30,1
927,0,51.1101187393,134.693010156,2007,10,3,1
928,0,6.9032695564,163.756348982,1993,10,10,0
929,0,38.2627668791,127.7298171865,2003,1,1,1
930,0,43.0637120549,137.9081715248,1993,12,12,0
931,0,35.9849873604,112.4734670436,1995,5,18,1
932,0,58.9568389719,101.0641899286,1995,5,19,1
933,0,37.5445345324,123.6166376132,2005,4,9,0
934,0,48.5694604414,107.7499693749,2008,6,22,1
935,0,4.0154431248,132.8465924948,1999,10,1,0
936,0,27.4738422409,156.158203755,1998,2,24,0
937,0,47.8550255019,144.0249565174,2007,2,22,0
938,0,26.1482188711,132.6834313525,1992,12,27,0
939,0,32.1046592016,104.9235974089,1994,1,5,1
940,0,33.9589542663,125.9654521756,1991,8,31,0
941,0,43.578703911,146.5182270412,2008,4,7,0
942,0,30.4258369328,131.3577825716,1994,12,16,0
943,0,17.7275056439,151.4481409569,2005,10,26,0
944,0,16.8371395301,98.0624204781,2009,10,14,1
945,0,43.6781881331,106.1734916805,2009,3,24,1
946,0,5.5015397212,91.5227371431,1993,5,8,0
947,0,27.7283336828,145.2529975958,1995,5,30,0
948,0,11.8750107195,137.1305816551,2000,3,10,0
949,0,6.2845390197,134.396599615,2003,10,24,0
950,0,45.2936942037,109.2991166585,1993,12,15,1
951,0,9.7605988104,168.0930107762,2004,2,2,0
952,0,16.1271053553,95.4851019708,2005,3,20,1
953,0,6.4469413273,133.1480681151,1997,6,13,0
954,0,56.5371251805,108.5956543498,1991,6,7,1
955,0,46.4212726615,158.2611168944,2005,4,8,0
956,0,19.0722687682,93.482089655,2004,7,8,0
957,0,29.1671581334,103.2421697374,2001,10,27,1
958,0,13.084896896,163.8850256335,1991,11,28,0
959,0,30.127973319,169.3095184187,1991,8,3,0
960,0,48.3955651894,153.4268012247,2009,4,4,0
961,0,58.4868154814,114.5981468121,1994,12,8,1
962,0,38.1175359897,148.1246305816,1993,11,28,0
963,0,47.3459684243,149.0359054157,1996,4,27,0
964,0,27.6497066393,102.595542348,1997,10,13,1
965,0,27.7339836303,115.1578900754,2010,10,6,1
966,0,2.2126189107,139.7998735285,2006,3,17,0
967,0,11.1420554202,136.1914237286,2003,1,18,0
968,0,14.0473630652,159.4292104966,1993,4,29,0
969,0,54.5846855035,110.5205667322,2006,12,16,1
970,0,58.5353139415,126.1942952103,2003,11,23,1
971,0,51.2024776172,101.8673258065,2000,9,23,1
972,0,45.37907572,168.7818689388,2000,6,24,0
973,0,20.2093400527,125.9411947592,1997,9,1,0
974,0,18.7541799154,90.1338327164,1994,2,26,0
975,0,10.7332140673,154.8110129382,2001,6,27,0
976,0,52.5314225955,132.0381229813,1993,7,23,1
977,0,0.7697452046,160.5928523443,2004,1,25,0
978,0,0.5509160366,147.4748919765,2005,1,19,0
979,0,16.3383474201,127.8736265469,2005,6,12,0
980,0,22.223329274,127.9892788734,2003,1,29,0
981,0,6.8239349825,103.87499823,2009,2,14,0
982,0,40.5864266586,174.1176260565,2003,4,21,0
983,0,5.9283535369,93.5607439047,1991,4,13,0
984,0,1.1445388338,117.2395616909,1995,10,23,1
985,0,31.8662705272,141.4261728362,1999,10,16,0
986,0,55.9221505607,90.2598849102,2001,7,21,1
987,0,22.4306485662,131.4411436999,2006,7,12,0
988,0,0.511992937,100.2949878923,1999,8,19,1
989,0,49.2866130313,125.7420994132,1996,3,21,1
990,0,53.3962506009,136.4434645814,2004,12,11,1
991,0,0.9629757749,146.7278687074,1991,11,17,0
992,0,14.753641882,102.2339492454,2004,12,14,1
993,0,51.1972085433,172.7032146603,1999,12,16,0
994,0,44.1018505767,101.1671104375,2007,3,11,1
995,0,53.4688147204,179.5812801202,1995,6,25,0
996,0,11.8356014835,158.8651819644,2003,3,1,0
997,0,38.8464226015,177.1428800491,2001,2,15,0
998,0,38.6859931424,109.672077822,1991,12,26,1
999,0,45.693563316,99.1865439992,2004,4,14,1
1000,0,55.0211313972,127.6316345064,1991,2,21,1
1001,0,22.8272279212,150.2066137525,2008,3,20,0
1002,0,10.7872041967,161.140491867,1998,2,8,0
1003,0,43.4230324114,170.0067612925,2005,9,22,0
1004,0,51.8527950766,94.1454743547,2007,12,12,1
1005,0,5.9684428945,99.6580982837,1996,4,19,0
1006,0,54.8379842145,114.8808673373,1993,1,12,1
1007,0,30.5953864334,167.0780021371,1994,5,7,0
1008,0,56.0079117073,161.6418449068,1999,9,28,1
1009,0,34.9571115011,136.6477156151,2002,12,24,1
1010,0,15.4459470464,96.1803391809,1992,9,15,0
1011,0,23.9240302099,132.0742334565,2002,7,30,0
1012,0,54.2079847539,101.7938879086,2010,12,7,1
1013,0,32.7160526253,90.4304385139,2004,2,26,1
1014,0,38.9178137155,122.119137689,2007,7,29,0
1015,0,4.1531012719,98.7159597734,2009,7,10,0
1016,0,11.5069187293,146.3531856495,2008,9,24,0
1017,0,1.5016478905,94.4947358337,2004,7,31,0
1018,0,23.1889197556,114.8586456338,1997,10,23,1
1019,0,5.6500564562,96.4853656269,2005,12,22,0
1020,0,36.2578376709,134.3194447621,2003,3,31,0
1021,0,29.9607391795,133.7158557214,2010,2,4,0
1022,0,18.6186596844,104.8915836727,2004,2,28,1
1023,0,29.5700307889,127.9118053825,1995,7,12,0
1024,0,14.7476418503,153.9307237999,2010,8,12,0
1025,0,19.9393862765,173.6337390379,2010,6,19,0
1026,0,40.8071894897,167.5225394522,1994,2,3,0
1027,0,4.0523544,151.7106784461,1995,9,20,0
1028,0,27.0328243403,120.0156707154,1991,12,17,1
1029,0,57.9220452765,91.0347595252,1996,12,20,1
1030,0,59.5836265152,164.8102365341,1992,12,17,0
1031,0,24.9079850782,167.9405804817,2005,7,8,0
1032,0,58.9854679629,152.7414481435,1997,4,27,0
1033,0,28.5942750005,150.0332809403,1998,9,10,0
1034,0,54.3071471388,149.4856595644,2009,4,9,0
1035,0,48.1454173336,123.9902534033,1992,10,11,1
1036,0,24.510487318,154.9447349296,1997,12,21,0
1037,0,17.7511021541,162.4267594493,2003,10,7,0
1038,0,55.6166665955,167.8726381576,1999,9,23,0
1039,0,23.3789371513,101.2239345652,2003,8,24,1
1040,0,48.5100460472,170.8766499138,1999,6,1,0
1041,0,28.8565557031,96.8151648086,2006,5,27,1
1042,0,30.711664441,108.2789796568,2006,5,14,1
1043,0,59.0111503936,160.5142144393,1998,7,9,1
1044,0,20.4292683117,111.4405186172,1992,5,16,0
1045,0,43.1177309761,171.7535611452,2010,2,16,0
1046,0,3.6796715437,113.3207942429,2004,9,14,0
1047,0,9.1400333773,135.1646867744,1997,9,5,0
1048,0,45.4602085054,138.2338620862,2002,1,6,0
1049,0,6.2280545337,109.0238003503,1995,4,16,0
1050,0,7.0034172758,117.73707035,2006,11,29,0
1051,0,29.0204652445,90.8829592983,1991,3,11,1
1052,0,12.3921461916,135.7272263663,1996,3,10,0
1053,0,44.6317935549,157.7032662649,2010,7,9,0
1054,0,58.4334025579,140.4676316539,1995,5,7,1
1055,0,34.2790573463,126.1669650092,2004,11,3,0
1056,0,44.4659806089,113.1553733605,1996,7,5,1
1057,0,39.8127773451,175.3884492908,1998,10,24,0
1058,0,53.8373621972,143.7569908448,1993,2,28,0
1059,0,46.0604030639,133.3964135544,1995,2,12,1
1060,0,49.372960031,174.8834841116,2001,6,7,0
1061,0,1.5593661647,140.8102644724,2005,3,5,0
1062,0,25.2084425837,107.3348985775,1997,6,17,1
1063,0,56.4904549252,126.5975502692,2008,4,3,1
1064,0,8.9200858679,146.7879722337,1992,3,21,0
1065,0,49.7802381031,162.1431823564,1998,9,21,0
1066,0,12.6284778491,168.7325869314,1999,1,14,0
1067,0,9.9587620609,165.1733384631,2009,11,5,0
1068,0,53.880546852,173.8927934063,2004,12,22,0
1069,0,7.519244249,144.8392288433,2003,5,24,0
1070,0,56.992526385,99.0262190625,1993,2,25,1
1071,0,25.3533325391,148.9293862833,2008,8,23,0
1072,0,44.2823303863,169.3383738748,1997,1,13,0
1073,0,56.5324196219,135.2379704872,1992,3,19,1
1074,0,26.1363939894,120.8363772836,1991,9,17,0
1075,0,42.1283925371,155.9682931099,2000,10,23,0
1076,0,27.6384895854,174.0442863945,2004,1,13,0
1077,0,40.4158451362,147.3596604425,2007,6,15,0
1078,0,57.2190926922,131.7457907391,1996,3,12,1
1079,0,59.8658960871,176.0481803399,2004,9,6,0
1080,0,5.8915609214,145.4924370954,2004,10,24,0
1081,0,7.6985486643,175.0338447257,1996,9,24,0
1082,0,7.8108491376,113.8696358562,1994,1,28,0
1083,0,46.389508727,177.9849695857,1997,12,15,0
1084,0,50.8398151025,171.7743506539,2000,11,30,0
1085,0,44.7902462119,169.4376171799,2006,5,25,0
1086,0,40.0592085673,137.4338065367,1997,5,25,0
1087,0,14.5939660538,103.5198706132,1994,1,11,1
1088,0,43.0769872293,103.349709555,1999,8,21,1
1089,0,19.4356253464,98.6236241832,1998,9,7,1
1090,0,43.4827294014,117.729671225,1994,5,18,1
1091,0,21.0714459373,140.0150836073,1997,11,11,0
1092,0,40.4958819039,164.4806687348,1994,8,13,0
1093,0,47.0412563905,164.3589064619,2002,1,15,0
1094,0,16.1998689361,141.5917222551,1997,9,14,0
1095,0,25.6951546529,164.0346911154,2009,9,10,0
1096,0,6.8061595643,168.3437015978,2001,9,15,0
1097,0,28.6703721201,130.1317020622,1998,5,4,0
1098,0,1.0368093895,95.3213994834,1997,6,12,0
1099,0,56.3307935838,173.406125817,1992,4,3,0
1100,0,53.8363296585,162.2315268824,1998,8,20,0
1101,0,38.1945106247,177.7338917926,2008,10,20,0
1102,0,24.9383183615,127.1822909662,2003,1,7,0
1103,0,35.7079718448,145.9113962995,2004,10,26,0
1104,0,19.9574456457,103.7000719341,2004,8,15,1
1105,0,39.4903461775,168.0523443595,1993,4,16,0
1106,0,23.1463383045,171.0843647271,1992,8,10,0
1107,0,1.2661733106,97.2206705343,1996,7,29,0
1108,0,24.1405909974,147.0132889808,2010,1,19,0
1109,0,17.6900523249,162.5087124808,1998,2,22,0
1110,0,57.3515344039,144.5001373789,2001,12,12,0
1111,0,54.5733329421,101.0492786695,2002,9,19,1
1112,0,51.5741076507,149.3939851178,1991,7,6,0
1113,0,37.9939838592,106.7126074573,1998,4,19,1
1114,0,55.3151776548,165.3237904608,2005,10,4,0
1115,0,41.5265956102,142.2457844554,2004,3,10,0
1116,0,36.9520147378,100.9440983157,2003,8,10,1
